PK_UKBaseS,Technology,LAC,CellId,Easting,Northing,CitiLogik_Easting,CitiLogik_Northing
447718,4G,24616,1117450,527331,150521,527352,150529
447719,4G,24616,1117460,527331,150521,527303,150522
447720,4G,24616,1117470,527331,150521,527314,150533
448259,2G,885,15942,570460,158926,570479,159751
448260,2G,885,15948,570460,158926,570722,158887
448293,3G,310,64339,524707,173202,525367,173079
448295,3G,310,64253,524707,173202,524072,172685
448514,4G,12297,2997258,524707,173202,524693,173218
448515,4G,12297,2997268,524707,173202,524675,173191
448516,4G,12297,2997278,524707,173202,524693,173220
448559,2G,314,1599,526739,181270,526794,181307
448560,2G,314,1648,526739,181270,526673,181195
448567,3G,943,62276,560540,142215,561250,143428
448568,3G,943,62272,560540,142215,559724,142221
448585,3G,310,61155,523686,175196,523759,175112
448586,3G,310,61144,523686,175196,523539,175228
448665,2G,139,9114,523657,175193,524012,175250
448667,2G,139,9601,523657,175193,523474,175241
448769,3G,964,62271,576210,154341,576614,154337
448857,3G,189,65292,528972,158506,528250,158031
448859,3G,189,65245,528972,158506,528809,159285
448939,2G,707,6554,528972,158506,528940,159092
448960,3G,943,62542,558292,140080,558283,140240
448961,3G,943,62538,558292,140080,558346,139940
448962,3G,943,62537,558292,140080,558308,139948
448990,4G,8237,130665999,558292,140080,558305,140136
448991,4G,8237,130666009,558292,140080,558316,140049
449023,3G,943,62533,558909,140330,559660,140761
449024,3G,943,62278,558909,140330,558822,139494
449025,3G,943,62277,558909,140330,558201,140452
449076,4G,8237,128941337,558909,140330,558891,140203
449345,3G,943,63605,563697,132109,563322,132176
449348,3G,175,63320,542695,176287,542573,175907
449517,3G,183,65431,532069,160448,532277,160774
449519,3G,183,65428,532069,160448,532223,160352
449521,3G,183,65346,532069,160448,532026,160505
449535,4G,12297,3003402,525670,173435,525737,173416
449536,4G,12297,3003412,525670,173435,525690,173359
449544,4G,12297,3003410,525670,173435,525695,173511
449545,4G,12297,3003420,525670,173435,525694,173360
449602,3G,183,60987,541626,169195,542063,169091
449604,3G,183,60985,541626,169195,541251,169459
449606,3G,183,60980,541626,169195,541623,170003
449620,4G,12290,3002890,541626,169195,541639,169181
449621,4G,12290,3002900,541626,169195,541639,169192
449707,2G,707,6372,532069,160448,532218,160745
449708,2G,707,6373,532069,160448,532281,160319
449759,4G,6187,2589716,528963,183697,528908,183664
449760,4G,6187,2589726,528963,183697,528979,183730
449773,4G,6187,2589714,528963,183697,528994,183658
449839,2G,42,10354,526710,160400,526554,160665
449842,2G,707,11486,525352,166668,525532,167154
449843,2G,52,170,541626,169195,541947,169175
449845,2G,52,3679,541626,169195,541606,169779
449871,3G,189,62501,521763,163829,522232,164517
449873,3G,189,62496,521763,163829,522020,163499
449875,3G,189,62494,521763,163829,521540,164026
449877,3G,189,60931,525352,166668,525591,166531
449879,3G,189,60929,525352,166668,525052,166407
449881,3G,189,60927,525352,166668,525322,167089
449892,4G,12297,2678538,521763,163829,521774,163853
449893,4G,12297,2678548,521763,163829,521767,163815
449894,4G,12297,2678558,521763,163829,521752,163831
449964,2G,42,18794,521763,163829,522037,164336
449982,3G,189,61025,526710,160400,526327,160978
450111,4G,12300,97802,531990,171596,532000,171595
450112,4G,12300,97812,531990,171596,531976,171571
450113,4G,12300,97822,531990,171596,531998,171621
450114,4G,12300,1556490,537778,173720,537810,173752
450115,4G,12300,1556500,537778,173720,537718,173718
450116,4G,12300,1556510,537778,173720,537779,173758
450123,4G,12300,1375498,533665,172125,533679,172138
450124,4G,12300,1375508,533665,172125,533696,172112
450125,4G,12300,1375518,533665,172125,533683,172132
450126,4G,12300,1375528,533665,172125,533666,172158
450132,4G,12296,2950174,531953,165020,531880,165056
450142,4G,12300,1555978,529985,171715,530033,171704
450143,4G,12300,1555988,529985,171715,529982,171670
450144,4G,12300,1555998,529985,171715,529948,171699
450146,4G,12300,1268490,531938,176335,531958,176299
450147,4G,12300,1268500,531938,176335,531912,176304
450148,4G,12300,1268510,531938,176335,531995,176353
450150,4G,12300,2718228,539692,174252,539668,174234
450151,4G,12300,2718238,539692,174252,539696,174237
450152,4G,12300,611338,532093,174091,532104,174081
450153,4G,12300,611348,532093,174091,532081,174084
450154,4G,12300,611358,532093,174091,532070,174119
450155,4G,12300,2882826,535719,172419,535722,172358
450157,4G,12300,2882846,535719,172419,535728,172444
450158,4G,12300,2842890,537068,176773,537101,176751
450159,4G,12300,2842900,537068,176773,537029,176772
450160,4G,12300,2842910,537068,176773,537060,176807
450164,4G,12300,2882314,530942,174890,530982,174889
450166,4G,12300,2882334,530942,174890,530983,174914
450167,4G,12300,2001674,532864,171667,532894,171616
450168,4G,12300,2001684,532864,171667,532804,171653
450169,4G,12300,2001694,532864,171667,532862,171703
450171,4G,12300,2959124,533246,173195,533241,173174
450172,4G,12300,2959134,533246,173195,533219,173215
450173,4G,12300,2694410,537757,172933,537766,172931
450174,4G,12300,2694420,537757,172933,537771,172916
450175,4G,12300,2694430,537757,172933,537758,172948
450176,4G,12300,1897738,534975,172680,534992,172676
450177,4G,12300,1897748,534975,172680,534955,172681
450178,4G,12300,1897758,534975,172680,534956,172716
450461,4G,12300,1996554,533166,175269,533197,175262
450462,4G,12300,1996564,533166,175269,533169,175229
450463,4G,12300,1996574,533166,175269,533190,175257
450464,4G,12300,308234,531030,175660,531059,175675
450465,4G,12300,308244,531030,175660,531003,175623
450466,4G,12300,308254,531030,175660,531015,175684
450467,4G,12300,105738,532800,176300,532804,176358
450468,4G,12300,105748,532800,176300,532754,176338
450469,4G,12300,105758,532800,176300,532776,176347
450470,4G,12300,77578,536670,175480,536699,175479
450471,4G,12300,77588,536670,175480,536685,175444
450472,4G,12300,77598,536670,175480,536702,175485
450473,4G,12300,101898,528302,173056,528332,173064
450474,4G,12300,101908,528302,173056,528297,173083
450475,4G,12300,101918,528302,173056,528295,173084
450493,4G,12300,254238,532370,174909,532394,174965
450494,4G,12300,105482,535458,177025,535485,177051
450496,4G,12300,105502,535458,177025,535435,177036
450497,4G,12300,1546,536979,177264,537008,177264
450498,4G,12300,1556,536979,177264,536945,177211
450499,4G,12300,1566,536979,177264,536930,177287
450500,4G,12300,223498,530277,172596,530328,172610
450501,4G,12300,223508,530277,172596,530258,172587
450502,4G,12300,223518,530277,172596,530265,172609
450506,4G,12300,396554,530327,172961,530369,172937
450507,4G,12300,396564,530327,172961,530301,172943
450508,4G,12300,396574,530327,172961,530308,172995
450509,4G,12300,99594,535459,172753,535481,172757
450510,4G,12300,99604,535459,172753,535484,172751
450511,4G,12300,99614,535459,172753,535464,172787
450518,4G,12300,327946,539980,173142,540045,173159
450519,4G,12300,327956,539980,173142,540045,173159
450520,4G,12300,327966,539957,173142,540045,173159
450524,4G,12300,1085194,528751,173547,528785,173564
450526,4G,12300,1085214,528751,173547,528751,173576
450530,4G,12300,156682,534362,176327,534410,176256
450531,4G,12300,156692,534362,176327,534365,176243
450532,4G,12300,156702,534362,176327,534258,176309
450536,4G,12300,205834,537856,174356,537896,174376
450537,4G,12300,205844,537856,174356,537894,174330
450538,4G,12300,205854,537856,174356,537789,174361
450539,4G,12300,99850,536472,172163,536511,172164
450545,4G,12300,217354,540605,172471,540634,172416
450546,4G,12300,217364,540605,172471,540580,172443
450547,4G,12300,217374,540605,172471,540568,172491
450559,4G,12300,79370,534952,177484,535005,177467
450561,4G,12300,79390,534952,177484,534942,177505
450574,4G,12300,96010,531955,172320,531986,172304
450575,4G,12300,96020,531955,172320,531935,172290
450576,4G,12300,96030,531955,172320,531896,172335
450577,4G,12300,309514,532823,173536,533000,173486
450578,4G,12300,309524,532823,173536,532989,173453
450579,4G,12300,309534,532823,173536,533000,173486
450581,4G,12300,244244,531890,175685,531862,175657
450582,4G,12300,244254,531890,175685,531858,175713
450583,4G,12300,918026,537258,174560,537273,174578
450584,4G,12300,918036,537258,174560,537230,174548
450585,4G,12300,918046,537258,174560,537241,174558
450586,4G,12300,3850,537173,176113,537226,176102
450587,4G,12300,3860,537158,176102,537083,176091
450588,4G,12300,3870,537117,176139,537108,176160
450598,4G,12300,268810,534985,172226,535003,172227
450599,4G,12300,268820,534985,172226,534988,172211
450600,4G,12300,268830,534985,172226,534977,172199
450601,4G,12300,1539594,528292,172793,528274,172804
450602,4G,12300,1539604,528292,172793,528269,172789
450603,4G,12300,1539614,528292,172793,528276,172812
450612,4G,12300,1040906,529444,172227,529490,172238
450613,4G,12300,1040916,529444,172227,529445,172215
450614,4G,12300,1040926,529444,172227,529427,172222
450615,4G,12300,413706,533599,176722,533616,176782
450616,4G,12300,413716,533599,176722,533577,176688
450617,4G,12300,413726,533599,176722,533566,176733
450618,4G,12300,268042,530116,175285,530145,175311
450619,4G,12300,268052,530116,175285,530144,175240
450621,4G,12300,267530,531150,171880,531173,171906
450622,4G,12300,267540,531150,171880,531184,171826
450623,4G,12300,267550,531150,171880,531176,171894
450630,4G,12300,360458,535420,175304,535534,175191
450631,4G,12300,360468,535420,175304,535521,175177
450648,4G,12300,349962,533822,175060,533837,175067
450649,4G,12300,349972,533822,175060,533835,175042
450650,4G,12300,349982,533822,175060,533788,175105
450651,4G,12300,389898,528742,172952,528761,172968
450652,4G,12300,389908,528742,172952,528772,172933
450653,4G,12300,389918,528742,172952,528712,172998
450654,4G,12300,1928202,534557,171971,534592,171970
450655,4G,12300,1928212,534557,171971,534532,171946
450656,4G,12300,1928222,534557,171971,534537,171984
450657,4G,12300,2011914,536992,177799,537025,177809
450658,4G,12300,2011924,536992,177799,536976,177775
450659,4G,12300,2011934,536992,177799,536955,177790
450660,4G,12300,1814794,536390,176780,536408,176831
450661,4G,12300,1814804,536390,176780,536350,176818
450662,4G,12300,1814814,536390,176780,536408,176831
450663,4G,12300,879626,538850,175400,538903,175395
450664,4G,12300,879636,538850,175400,538835,175374
450665,4G,12300,879646,538850,175400,538812,175393
450669,4G,12300,269834,538799,173699,538809,173740
450670,4G,12300,269844,538799,173699,538803,173674
450672,4G,12300,2618122,536710,174590,536720,174585
450673,4G,12300,2618132,536710,174590,536694,174562
450674,4G,12300,2618142,536710,174590,536717,174636
450675,4G,12300,337418,531709,172810,531726,172840
450676,4G,12300,337428,531709,172810,531734,172806
450677,4G,12300,337438,531709,172810,531682,172800
450679,4G,12300,1827860,526745,171233,526742,171192
450680,4G,12300,1827870,526745,171233,526711,171228
450684,4G,12300,864266,538305,175590,538334,175587
450685,4G,12300,864276,538305,175590,538324,175556
450686,4G,12300,864286,538305,175590,538316,175616
450717,4G,12300,2677002,531160,172833,531178,172866
450718,4G,12300,2677012,531160,172833,531197,172857
450719,4G,12300,2677022,531160,172833,531117,172839
450723,4G,12300,1860362,530441,175824,530438,175846
450724,4G,12300,1860372,530441,175824,530407,175822
450725,4G,12300,1860382,530441,175824,530442,175849
450726,4G,12300,2045194,534142,171752,534162,171766
450727,4G,12300,2045204,534142,171752,534141,171723
450728,4G,12300,2045214,534142,171752,534118,171773
450735,4G,12300,1842186,535570,173070,535606,173056
450736,4G,12300,1842206,535570,173070,535528,173093
450744,4G,12300,105756,532800,176300,532753,176338
450745,4G,12300,105766,532800,176300,532788,176352
450804,4G,12300,96028,531955,172320,531942,172291
450812,4G,12300,268818,534985,172226,535004,172261
450813,4G,12300,268828,534985,172226,534989,172212
450844,4G,12300,349990,533822,175060,533791,175105
450876,4G,12300,1474318,535060,173422,535110,173406
450877,4G,12300,1474328,535060,173422,535004,173429
450881,4G,12300,308238,531030,175660,531059,175675
450882,4G,12300,308248,531030,175660,531006,175619
451024,4G,12300,267534,531160,171850,531180,171871
451053,4G,12300,2011938,536992,177799,536954,177791
451138,3G,175,63451,544481,175444,544818,175189
451140,3G,175,63159,544481,175444,543727,175174
451141,3G,175,63158,544481,175444,544380,175320
451142,3G,175,63157,544481,175444,544575,176278
451143,3G,175,63153,544481,175444,544457,175689
451150,3G,189,64024,531953,165020,532097,165043
451152,3G,189,64022,531953,165020,531943,164903
451154,3G,189,64020,531953,165020,531941,165175
451170,4G,12300,399882,537796,172335,537803,172335
451171,4G,12300,399892,537796,172335,537803,172311
451172,4G,12300,399902,537796,172335,537795,172364
451184,4G,12300,1289738,539100,175659,539141,175672
451185,4G,12300,1289748,539100,175659,539039,175643
451187,4G,12300,399890,537690,172335,537712,172332
451188,4G,12300,399900,537690,172335,537675,172313
451189,4G,12300,399910,537690,172335,537698,172367
451234,2G,709,4766,544481,175444,544242,175300
451352,3G,310,57114,523964,180494,523724,180313
451408,4G,6190,3015946,523964,180494,524010,180515
451409,4G,6190,3015956,523964,180494,523904,180456
451410,4G,6190,3015966,523964,180494,524010,180515
451577,4G,12297,2682890,528375,176366,528333,176418
451578,4G,12297,2682900,528375,176366,528333,176418
451579,4G,12297,2682910,528375,176366,528333,176418
451648,2G,139,5726,523964,180494,523735,180270
451667,3G,911,61158,528160,106775,528447,106559
451668,3G,911,61157,528160,106775,527659,106849
451800,3G,964,61064,573516,154509,573865,155027
451801,3G,964,61063,573516,154509,573377,153243
451802,3G,964,61062,573516,154509,573183,154679
451846,4G,6187,128016424,528963,183697,528939,183625
451847,4G,6187,128016434,528963,183697,528863,183737
451848,4G,6187,128016444,528963,183697,528965,183755
452058,3G,964,62536,575927,155787,576263,155771
452059,3G,964,62535,575927,155787,575856,155625
452060,3G,964,62534,575927,155787,575763,155925
452111,4G,12302,357898,541510,178442,541537,178456
452112,4G,12302,357908,541510,178442,541484,178462
452113,4G,12302,357918,541510,178442,541518,178458
452168,4G,8251,128836367,575927,155787,576056,155752
452169,4G,8251,128836377,575927,155787,575896,155652
452345,4G,12292,160778,522340,161832,522243,161795
452346,4G,12292,160788,522340,161832,522248,161781
452347,4G,12292,160798,522340,161832,522234,161820
452378,4G,12292,151316,528860,155860,528860,155830
452379,4G,12292,151326,528860,155860,528864,155831
452437,4G,12292,150538,524321,163305,524312,163294
452438,4G,12292,150548,524321,163305,524315,163283
452446,4G,12292,102666,531429,161677,531432,161710
452448,4G,12292,264458,524553,160415,524601,160418
452449,4G,12292,264468,524553,160415,524526,160330
452454,4G,12292,180490,532479,162600,532550,162598
452455,4G,12292,180500,532479,162600,532435,162590
452456,4G,12292,180510,532479,162600,532454,162629
452466,4G,12292,936458,527730,158341,527760,158338
452467,4G,12292,936468,527730,158341,527710,158323
452491,4G,12302,106772,543472,179203,543481,179149
452540,4G,12302,368394,544493,178967,544504,178957
452543,4G,12292,78346,522777,160101,522794,160093
452544,4G,12292,78356,522777,160101,522773,160082
452546,4G,12292,241162,525345,161639,525391,161638
452548,4G,12292,241182,525345,161639,525332,161647
452561,4G,12302,231690,543342,180078,543348,180069
452562,4G,12302,231700,543342,180078,543350,180055
452563,4G,12302,231710,543342,180078,543344,180094
452567,4G,12292,11274,521000,161100,520968,161070
452569,4G,12292,11294,521000,161100,520948,161095
452599,4G,12302,1569044,539050,177925,539071,177912
452600,4G,12302,1569054,539050,177925,539053,177957
452618,4G,12292,1181706,529245,158105,529275,158108
452619,4G,12292,1181716,529245,158105,529239,158079
452620,4G,12292,1181726,529245,158105,529247,158085
452629,4G,12302,25374,540555,178553,540541,178525
452663,4G,12292,348938,527908,157868,527945,157863
452664,4G,12292,348948,527908,157868,527929,157829
452665,4G,12292,348958,527908,157868,527946,157866
452666,4G,12292,265738,532110,162387,532118,162318
452668,4G,12292,265758,532110,162387,532087,162439
452685,4G,12302,2045460,541444,177840,541440,177810
452686,4G,12302,2045470,541444,177840,541421,177858
452715,4G,12292,1557012,530840,161030,530845,160992
452716,4G,12292,1557022,530840,161030,530844,161048
452735,4G,12292,1674250,530195,159154,530222,159154
452768,4G,12302,1638154,543047,179924,543060,179937
452769,4G,12302,1638164,543047,179924,543051,179913
452770,4G,12302,1638174,543047,179924,543037,179942
452778,4G,12292,656660,524824,162940,524834,162944
452779,4G,12292,656670,524824,162940,524827,162955
452784,4G,12292,257812,527960,159015,527959,159006
452785,4G,12292,257822,527960,159015,527946,159020
452792,4G,12292,1899786,521970,162880,521986,162871
452793,4G,12292,1899796,521970,162880,521979,162853
452801,4G,12292,1958154,522847,156802,522855,156818
452802,4G,12292,1958164,522847,156802,522867,156815
452803,4G,12292,1958174,522847,156802,522829,156827
452810,4G,12292,1866772,526059,162053,526072,162015
452811,4G,12292,1866782,526059,162053,526072,162015
452813,4G,12292,359444,524506,163685,524482,163686
452814,4G,12292,359454,524506,163685,524510,163698
452818,4G,12302,518922,542810,178559,542836,178547
452820,4G,12302,518942,542810,178559,542805,178582
452821,4G,12302,353290,541971,175045,541975,175059
452823,4G,12302,353310,541971,175045,541972,175056
452944,4G,12302,1554442,541169,174266,541196,174261
452945,4G,12302,1554452,541169,174266,541138,174238
452962,4G,12292,2808330,521172,162653,521182,162678
452963,4G,12292,2808340,521172,162653,521187,162632
452964,4G,12292,2808350,521172,162653,521143,162646
452971,4G,12302,2503434,540657,176486,540693,176502
452974,4G,12302,2503464,540657,176486,540683,176527
452984,4G,12292,2994698,528972,158506,528805,158567
453177,4G,12302,838930,543601,178926,543608,178942
453273,4G,12302,106786,543472,179203,543465,179222
453400,4G,12302,1576974,539447,178238,539473,178239
453401,4G,12302,1576984,539447,178238,539434,178212
453402,4G,12302,1576994,539447,178238,539430,178256
453769,3G,890,64568,637688,151315,637470,150983
453770,3G,890,64567,637688,151315,637728,151673
453777,3G,183,57138,541700,168680,542416,168256
453778,3G,183,57137,541700,168680,541889,168577
453779,3G,183,57136,541700,168680,541080,168164
453780,3G,183,57133,541700,168680,541436,168630
453781,3G,183,57132,541700,168680,541810,169241
453782,3G,183,57131,541700,168680,541699,168818
453792,3G,890,64557,637688,151315,637728,151649
453824,4G,8265,134887434,637688,151315,637650,151276
453825,4G,8265,134887444,637688,151315,637691,151345
453928,2G,52,5692,541710,168670,542214,168366
454102,4G,12292,355358,521258,161676,521269,161702
454130,4G,12299,2979598,534900,180220,534919,180238
454131,4G,12299,2979608,534900,180220,534908,180182
454132,4G,12299,2979618,534900,180220,534882,180227
454212,3G,175,62777,546197,180603,546061,180213
454222,3G,183,60962,551683,158549,550132,157310
454224,3G,183,60960,551683,158549,551939,159173
460760,4G,12290,352034,551683,158549,551715,158829
461267,2G,712,4002,551683,158549,552201,158216
461269,2G,712,4041,551683,158549,551920,159047
461465,3G,183,61023,543328,167068,544146,167081
461474,3G,305,65090,526597,184154,526646,184206
461476,3G,305,65088,526597,184154,526630,184087
461478,3G,305,65084,526597,184154,526512,184141
461696,4G,12330,247306,530650,179520,530805,179520
461697,4G,12330,247316,530650,179520,530805,179501
461698,4G,12330,247326,530650,179520,530782,179418
461707,4G,6194,2226698,540472,185289,540491,185289
461767,4G,6188,2280970,529115,183283,529158,183282
461777,4G,6194,2205204,540267,184569,540317,184577
461778,4G,6194,2205214,540267,184569,540249,184624
461782,4G,12330,2724618,531363,179443,531384,179465
461827,4G,6188,2764308,529083,182536,529065,182510
461855,4G,6188,410122,534140,182580,534155,182569
461857,4G,6188,410142,534140,182580,534111,182600
461864,4G,6191,2791434,524171,180902,524181,180924
461866,4G,6191,2791454,524171,180902,524110,180893
461894,4G,6188,2835210,530411,182629,530434,182634
461895,4G,6188,2835220,530411,182629,530410,182584
461897,4G,6188,2875914,532396,184702,532419,184705
461899,4G,6188,2875934,532396,184702,532380,184732
462274,4G,6194,2249240,538057,187073,538040,187032
462275,4G,6194,2249250,538057,187073,538044,187098
462315,4G,6194,2717454,541679,185269,541693,185303
462316,4G,6194,2717464,541679,185269,541659,185288
462317,4G,6194,2717474,541679,185269,541665,185291
462367,4G,6191,3027214,526597,184154,526644,184173
462368,4G,6191,3027224,526597,184154,526611,184110
462369,4G,6191,3027234,526597,184154,526525,184126
462388,4G,6191,2958350,522075,180978,522103,180959
462390,4G,6191,2958370,522075,180978,522065,181002
462448,4G,6194,2973710,542175,184986,542182,184982
462528,2G,139,6233,526597,184154,526632,184050
462529,2G,139,6241,526597,184154,526493,184145
462563,3G,302,65262,526739,181270,526776,181290
462565,3G,302,65260,526739,181270,526700,181221
462600,3G,302,64647,530640,181867,530795,181891
462604,3G,302,63991,530640,181867,530482,182160
462634,4G,12330,2370314,529045,179181,529013,179183
462692,4G,6188,83476,534370,181618,534367,181560
462702,4G,6188,2199306,528704,183199,528704,183188
462703,4G,6188,2199316,528704,183199,528703,183192
462706,4G,6191,2213652,522343,182890,522370,182870
462722,4G,12330,1527060,530360,180486,530355,180477
462726,4G,6194,2201630,546446,183584,546432,183660
462734,4G,6188,186388,531020,181950,531008,181940
462758,4G,6188,1934366,534389,182347,534405,182362
462760,4G,6194,2433290,539391,187071,539405,187098
462762,4G,6194,2433310,539391,187071,539347,187089
462768,4G,6187,2993674,526739,181270,526752,181267
462769,4G,6187,2993684,526739,181270,526737,181253
462797,4G,6194,2225930,543523,184243,543516,184222
462799,4G,6194,2225950,543523,184243,543495,184257
462833,4G,6188,317450,534827,182689,534849,182674
462842,4G,6194,2221066,545314,183919,545321,183927
462857,4G,6188,271882,533399,182890,533415,182926
462866,4G,6194,2243594,540236,183741,540249,183750
462867,4G,6194,2243604,540236,183741,540235,183720
462868,4G,6194,2243614,540236,183741,540215,183777
462885,4G,6188,282644,535313,182046,535318,182017
462886,4G,6188,282654,535313,182046,535309,182014
462905,4G,6188,358922,533730,182336,533744,182330
462908,4G,12330,1515786,531004,179640,531041,179636
462910,4G,12330,1515806,531004,179640,531003,179676
462925,4G,12330,2056734,531102,178630,531093,178644
462927,4G,6188,1631508,533731,182668,533734,182640
462928,4G,6188,1631518,533731,182668,533698,182680
462932,4G,6188,2049546,535016,181639,535039,181650
462937,4G,12330,2469406,530955,179047,530929,179084
462941,4G,12330,2013450,530704,178874,530733,178893
462942,4G,12330,2013460,530704,178874,530704,178897
463181,4G,6157,3031826,538237,177740,538238,177708
463273,4G,6188,2318862,529250,183797,529296,183807
463274,4G,6188,2318872,529250,183797,529240,183783
463288,4G,12330,1469710,529250,178850,529300,178880
463298,4G,6191,2178318,527014,184195,527008,184228
463300,4G,6191,2178338,526983,184205,526974,184217
463347,4G,6188,2248206,531740,184676,531793,184683
463348,4G,6188,2248216,531740,184676,531705,184637
463365,4G,6191,2190606,522794,180460,522807,180488
463419,4G,6188,2524962,529354,183004,529356,183038
463440,4G,6188,2165528,529943,182733,529945,182715
463441,4G,6188,2165538,529943,182733,529962,182777
463445,4G,6191,2248718,525628,183416,525642,183436
463447,4G,6191,2248738,525628,183416,525593,183411
463451,4G,6191,2203406,524691,184602,524723,184598
463452,4G,6191,2203416,524691,184602,524692,184589
463453,4G,6191,2203426,524691,184602,524678,184608
463459,4G,6191,2196770,524405,181295,524377,181308
463461,4G,6191,2268952,524615,183112,524614,183085
463462,4G,6191,2268962,524615,183112,524593,183126
463471,4G,12296,22050,523260,157461,523163,157476
463472,4G,6194,2213902,542622,185215,542637,185261
463473,4G,6194,2213912,542622,185215,542621,185169
463474,4G,6194,2213922,542622,185215,542574,185221
463530,4G,6191,2732578,526770,184729,526810,184735
463534,4G,6191,2448142,525531,183130,525492,183163
463543,4G,6188,2213390,534611,183256,534629,183243
463544,4G,6188,2213400,534611,183256,534606,183235
463545,4G,6188,2213410,534611,183256,534593,183293
463569,4G,6188,2321186,529588,183814,529553,183809
463594,4G,6191,2684430,522541,181147,522561,181170
463631,4G,6191,2267160,525656,184022,525666,183989
463632,4G,6191,2267170,525656,184022,525642,184037
463657,4G,6191,2226958,525428,184793,525441,184782
463658,4G,6191,2226968,525428,184793,525421,184782
463674,4G,6188,282658,535313,182046,535289,182117
463693,4G,6188,2238478,530699,183819,530717,183832
463717,4G,6188,2314254,531537,184392,531565,184388
463718,4G,6188,2314264,531537,184392,531520,184377
463726,4G,6188,2196504,533277,183323,533262,183295
463727,4G,6188,2196514,533277,183323,533262,183337
463753,4G,6188,2775566,534393,184174,534410,184169
463754,4G,6188,2775576,534393,184174,534379,184156
463755,4G,6188,2775586,534393,184174,534394,184204
463796,4G,6194,2448408,541380,183550,541355,183537
463867,2G,42,6892,523260,157461,522866,156815
463876,2G,316,5804,533210,180730,533330,180710
463879,2G,316,5849,533210,180730,533100,180927
463895,3G,189,57129,523260,157461,524109,157305
463898,3G,189,57119,523260,157461,523086,157200
463899,3G,189,57118,523260,157461,523053,158041
463900,3G,189,57117,523260,157461,523132,157648
463955,2G,315,6301,530640,181867,530641,181820
463958,3G,189,64496,523381,158923,523185,158970
463960,3G,189,64475,523381,158923,523234,159306
463961,3G,189,64356,523381,158923,523315,159106
464304,4G,12330,2558218,531160,179152,531204,179158
464305,4G,12330,2558228,531160,179152,531129,179169
464432,2G,170,7413,601481,172566,597426,173136
464446,2G,170,30188,558500,139750,558476,139651
464470,4G,6187,3002642,529697,182697,529701,182717
464640,3G,6,55700,528332,137950,528539,138110
464641,3G,6,55699,528332,137950,528049,137644
464642,3G,6,55698,528332,137950,528587,138154
464668,3G,310,57052,531936,172073,532108,172086
464670,3G,310,57050,531936,172073,532023,171934
464672,3G,310,57043,531936,172073,531601,172016
464676,3G,189,57092,526113,166734,525859,166429
464678,3G,189,57086,526113,166734,526106,167063
464710,4G,12297,3044362,531936,172073,531964,172080
464711,4G,12297,3044372,531936,172073,531925,172024
464712,4G,12297,3044382,531936,172073,531901,172069
464787,2G,170,44860,541220,136850,541300,136938
464799,2G,170,11680,527000,136000,527025,136170
464800,2G,170,17843,561300,99090,561350,99127
464804,2G,170,29142,572980,107550,573117,107561
464807,2G,170,11569,530622,104341,530905,104500
464878,2G,42,9591,523381,158923,523257,158968
464890,2G,707,13965,526874,169997,527424,170075
464892,2G,707,13967,526874,169997,526683,170237
464904,2G,707,14812,526113,166734,526092,166967
465056,3G,189,60965,533105,166810,532866,167232
465069,3G,6,64543,525326,150656,525384,150758
465073,3G,6,64100,525326,150656,525141,150749
465076,3G,183,62785,534857,156068,534600,155779
465078,3G,183,61369,534857,156068,534887,156353
465079,3G,183,61368,534857,156068,534832,156456
465113,3G,189,57072,533302,164381,533089,164720
465115,3G,189,61367,526874,169997,526787,170112
465117,3G,189,57101,526874,169997,526773,169701
465119,3G,189,57099,526874,169997,526688,170245
465127,3G,183,62092,550773,169139,551009,168928
465129,3G,183,62062,550773,169139,550269,168718
465130,3G,183,62037,550773,169139,550524,168784
465133,3G,189,60958,526761,167230,526912,167411
465135,3G,189,60956,526761,167230,526508,166984
465137,3G,189,60948,526761,167230,526195,167638
465153,3G,183,57067,547462,163377,548064,164091
465155,3G,183,57065,547462,163377,549388,162443
465156,3G,183,57064,547462,163377,547508,163244
465157,3G,183,57060,547462,163377,546861,163928
465168,3G,6,60390,537338,137696,538059,138110
465319,4G,12290,231438,547462,163377,547566,163352
465335,2G,707,10991,533103,166802,532933,166035
465338,2G,52,13626,534857,156068,534648,155872
465345,2G,707,11252,526761,167230,526848,167319
465350,2G,895,7578,573353,165584,573406,165798
465351,2G,895,7585,573353,165584,573493,165346
465352,2G,895,7586,573353,165584,570106,165538
465354,2G,895,3156,574650,163510,574679,163317
465363,2G,895,20077,577228,168352,577506,168338
465368,2G,895,32947,578050,166823,577622,167586
465378,2G,895,648,577811,168515,577624,168306
465384,2G,895,268,575632,162597,575363,162325
465385,2G,895,314,575632,162597,575316,163056
465394,2G,895,4244,573981,165893,573719,166201
465604,2G,52,3013,542510,171103,542144,170833
465740,2G,170,20,528678,141275,528652,141246
465746,2G,170,28841,528700,140000,528656,139974
465834,2G,306,12144,544795,183759,544543,183874
465901,2G,707,11557,530839,169253,530861,169009
465902,2G,707,11601,530839,169253,530694,169490
466103,2G,707,10234,530647,157423,530287,157895
466150,2G,139,3957,525236,183888,525345,183722
466151,2G,139,4001,525233,183892,525133,184005
466191,3G,189,61034,530647,157423,530298,158135
466217,3G,189,60912,530839,169253,531628,169212
466218,3G,189,60911,530839,169253,531083,169244
466219,3G,189,60901,530839,169253,530903,168887
466220,3G,189,57938,530839,169253,530810,169141
